u b v r i+ z++ vista_y vista_j vista_h vista_k irac_1 irac_2 Z_SIM
27.32615 27.15845 27.01556 26.92781 26.45314 25.85331 25.3252 24.78325 24.46649 24.2388 23.99008 23.93869 1.58219
26.16411 26.07453 26.05164 26.02436 25.79545 25.41495 24.94729 24.58376 24.38543 24.22799 24.0514 24.02192 1.57866
25.93136 25.81155 25.73654 25.68712 25.36084 24.90403 24.40225 23.9546 23.68528 23.4749 23.23976 23.19212 1.57661
25.92248 25.8408 25.83086 25.80091 25.57295 25.19684 24.72381 24.36778 24.16892 24.00731 23.83477 23.81247 1.57572
26.10388 25.89573 25.83545 25.6955 25.22446 24.65961 24.14178 23.69911 23.43984 23.24755 23.03487 22.99996 1.5742
26.29416 26.19269 26.18684 26.12637 25.86504 25.46679 25.01851 24.63289 24.39476 24.20369 23.99244 23.95654 1.57267
26.59993 26.50877 26.44893 26.42632 26.18715 25.7556 25.26639 24.97297 24.81847 24.6995 24.59461 24.59338 1.5714
28.10429 27.91535 27.74767 27.65855 27.16515 26.53698 25.98212 25.52348 25.25647 25.06376 24.86247 24.83301 1.56922
26.05147 25.99074 25.95782 25.94886 25.75202 25.37029 24.89543 24.57156 24.38334 24.23081 24.06778 24.05174 1.5679
26.24147 26.13597 26.08798 26.04139 25.76623 25.31079 24.79234 24.50789 24.35321 24.24055 24.15119 24.15505 1.56697
26.40823 26.33869 26.28071 26.26817 26.05041 25.65831 25.16597 24.85356 24.66996 24.52296 24.3719 24.36213 1.56542
25.03571 24.93323 24.91337 24.86455 24.61866 24.25201 23.78199 23.42074 23.18698 22.98826 22.76083 22.71584 1.56268
27.57493 27.37118 27.2246 27.11194 26.60232 25.95038 25.39434 24.92408 24.63617 24.42798 24.20081 24.16394 1.56143
24.8165 24.79592 24.84602 24.85382 24.78927 24.57474 24.18323 24.06029 24.02243 23.97967 23.96549 24.00617 1.55976
27.28877 27.18236 27.11251 27.06479 26.76026 26.24918 25.74301 25.38252 25.15529 24.98864 24.82789 24.81206 1.55794
27.08119 26.96952 26.89963 26.84081 26.5212 26.01292 25.49793 25.16768 24.964 24.81098 24.66194 24.65581 1.55704
24.81996 24.73604 24.70042 24.67255 24.44518 24.03948 23.55371 23.25692 23.0747 22.92415 22.7646 22.7475 1.55566
23.31649 23.16571 23.17097 23.04949 22.69122 22.26358 21.75827 21.4333 21.21625 21.03236 20.81831 20.78071 1.5524
24.84576 24.74814 24.79032 24.71468 24.48172 24.15619 23.70382 23.39691 23.1836 22.99911 22.78883 22.75306 1.55164
23.95013 23.73419 23.74263 23.53646 23.03903 22.50476 22.00379 21.59122 21.29179 21.04121 20.7468 20.67576 1.54946
25.37413 25.3041 25.32507 25.28292 25.089 24.72539 24.27935 23.99936 23.80927 23.6479 23.47863 23.46649 1.54729
26.44267 26.3311 26.29507 26.21868 25.88789 25.37372 24.87161 24.50608 24.25714 24.07175 23.88919 23.87793 1.54505
26.27012 26.26158 26.27035 26.30546 26.21318 25.87724 25.44485 25.21665 25.06869 24.94784 24.84201 24.84937 1.5435
25.141 25.12536 25.18331 25.18689 25.10969 24.8419 24.43143 24.32084 24.27684 24.2266 24.21568 24.26454 1.54129
26.71469 26.66927 26.6328 26.64827 26.47518 26.04824 25.56043 25.3339 25.1993 25.09406 25.01281 25.02877 1.5396
26.95093 26.87034 26.86419 26.82653 26.62485 26.25945 25.80397 25.52732 25.33 25.15748 24.97785 24.95963 1.5383
26.31069 26.2323 26.20182 26.16697 25.92618 25.48207 25.01354 24.69686 24.47335 24.29305 24.10969 24.0946 1.53703
26.21022 26.16881 26.1689 26.17445 26.03734 25.68304 25.24836 25.00106 24.83143 24.68871 24.55515 24.55751 1.53582
24.86534 24.82211 24.85053 24.846 24.72869 24.41096 23.99498 23.77605 23.62518 23.49492 23.37403 23.3796 1.53398
26.03391 25.90598 25.85931 25.77754 25.44311 24.92364 24.42354 24.09615 23.86023 23.677 23.49205 23.47564 1.53066
25.3078 25.21624 25.23529 25.15819 24.90175 24.48636 23.99688 23.72714 23.5309 23.36875 23.2046 23.19935 1.52749
24.57635 24.51445 24.56315 24.51603 24.34996 23.99618 23.54593 23.38563 23.27853 23.18687 23.1302 23.15567 1.52394
25.15971 25.00696 25.01298 24.86818 24.5034 24.00924 23.49566 23.18398 22.94202 22.74795 22.54984 22.53003 1.52185
25.49409 25.41482 25.39544 25.37346 25.15918 24.7467 24.26233 23.98199 23.77288 23.60008 23.42886 23.42026 1.51937
26.0106 25.91751 25.8971 25.83165 25.5448 25.06814 24.55561 24.26594 24.04536 23.87012 23.70263 23.70416 1.51618
25.31282 25.20465 25.23943 25.11811 24.82206 24.39613 23.88724 23.65857 23.48487 23.33664 23.19661 23.20302 1.51338
25.56835 25.43644 25.4295 25.3239 25.01599 24.57119 24.06812 23.81073 23.61259 23.44006 23.26185 23.252 1.51218
26.06623 25.95425 25.99427 25.87189 25.59302 25.17528 24.69779 24.46017 24.27214 24.111 23.95717 23.96568 1.51031
25.03113 24.92191 25.01434 24.87164 24.62358 24.2749 23.83913 23.61454 23.43326 23.27211 23.10883 23.11127 1.50737
26.27297 26.24841 26.26907 26.27061 26.1284 25.73377 25.26192 25.1049 24.97562 24.88313 24.85505 24.9068 1.50528
26.68141 26.62629 26.59153 26.57936 26.35972 25.90432 25.41371 25.18817 25.01001 24.86295 24.73206 24.74833 1.50378
24.47113 24.43774 24.49049 24.47504 24.37719 24.11228 23.69956 23.56487 23.45337 23.33919 23.23292 23.25724 1.50135
24.8655 24.81209 24.89664 24.84709 24.72675 24.44796 24.05946 23.91793 23.80789 23.6988 23.60353 23.63373 1.49991
25.24597 25.12062 25.17791 25.01298 24.69837 24.23779 23.77183 23.53806 23.34171 23.17133 23.0037 23.00715 1.49795
24.58443 24.51996 24.55508 24.51372 24.37929 24.07846 23.69028 23.50349 23.32972 23.14903 22.96377 22.95709 1.49554
26.08395 26.02519 26.01655 25.9904 25.79695 25.36274 24.90298 24.72642 24.57956 24.45444 24.35794 24.39183 1.49303
26.6668 26.60292 26.57336 26.54394 26.31184 25.83042 25.36451 25.11172 24.90087 24.73261 24.57807 24.59713 1.49174
25.19552 25.163 25.21698 25.19389 25.08558 24.79627 24.3954 24.23882 24.09579 23.95392 23.82609 23.85317 1.48941
26.27742 26.21897 26.24692 26.19913 25.99319 25.56911 25.11732 24.88028 24.68451 24.52373 24.38729 24.41859 1.48653
25.90665 25.87344 25.90082 25.8833 25.73547 25.36097 24.92578 24.77098 24.63828 24.51669 24.41699 24.46055 1.48683
24.86485 24.78452 24.81559 24.74934 24.54772 24.18041 23.76767 23.48601 23.23489 23.00856 22.78014 22.76616 1.48477
24.29382 24.20616 24.218 24.14725 23.92302 23.53015 23.07868 22.82978 22.60843 22.40367 22.19643 22.18898 1.48177
24.25023 24.14983 24.25511 24.06079 23.79428 23.42092 23.00351 22.85931 22.72359 22.58331 22.4506 22.47941 1.48094
25.22596 25.19043 25.20364 25.20333 25.07132 24.69583 24.26607 24.0947 23.94575 23.81273 23.70483 23.73966 1.47917
23.76189 23.66578 23.6891 23.59252 23.32942 22.90642 22.44014 22.14754 21.89293 21.66564 21.43387 21.41837 1.47581
26.59167 26.53062 26.55739 26.52213 26.35745 25.98285 25.5624 25.37515 25.21638 25.07506 24.95102 24.98102 1.47561
24.9465 24.80532 24.84063 24.64496 24.27006 23.74941 23.25381 22.98867 22.75999 22.55814 22.35948 22.35718 1.47443
26.16272 25.92174 25.89668 25.55843 24.90793 24.21745 23.6816 23.24928 22.90666 22.64454 22.38377 22.36959 1.47263
25.49262 25.36846 25.31502 25.21926 24.81186 24.23809 23.73645 23.36502 23.06455 22.81626 22.57019 22.55986 1.47197
26.44517 26.39425 26.39017 26.35737 26.14865 25.70686 25.25009 25.06828 24.90568 24.76871 24.6591 24.70515 1.47056
25.3699 25.31822 25.33606 25.31654 25.15613 24.78077 24.36339 24.13174 23.92365 23.73122 23.549 23.56512 1.4689
25.99197 25.8207 25.85558 25.59478 25.11995 24.52579 24.0362 23.66272 23.35069 23.09743 22.8496 22.839 1.46758
25.45949 25.38838 25.43775 25.34468 25.11213 24.68294 24.2669 23.9856 23.73929 23.52765 23.32969 23.34505 1.4683
25.7234 25.67164 25.65826 25.6326 25.41207 24.92024 24.4734 24.27542 24.09866 23.95749 23.85008 23.89282 1.46536
24.93597 24.84464 24.90485 24.75407 24.45476 23.96464 23.51746 23.28571 23.08148 22.90379 22.73907 22.76139 1.46342
26.6794 26.64685 26.66196 26.64823 26.45626 26.01855 25.58824 25.33245 25.11351 24.93535 24.7882 24.83377 1.46223
25.8709 25.85666 25.91376 25.93157 25.86044 25.55587 25.18516 25.02386 24.8731 24.72439 24.59299 24.62933 1.45991
27.2651 27.16272 27.1263 27.03159 26.69028 26.12693 25.64655 25.40163 25.19221 25.01424 24.85209 24.88248 1.45847
24.52026 24.4322 24.4655 24.36588 24.1322 23.72548 23.31143 23.08051 22.86922 22.66199 22.45637 22.46212 1.45653
25.38447 25.31893 25.37331 25.27621 25.06149 24.61403 24.21206 24.019 23.84517 23.68395 23.54796 23.58912 1.45295
25.63523 25.56603 25.62668 25.51986 25.33755 24.95164 24.58052 24.40066 24.22432 24.04013 23.86513 23.88825 1.45106
25.6226 25.49474 25.49861 25.33253 24.95895 24.39511 23.93947 23.63507 23.36499 23.12743 22.89717 22.90197 1.44915
24.833 24.76337 24.77764 24.7062 24.48596 24.01173 23.60146 23.43723 23.28526 23.14024 23.02272 23.07024 1.44699
25.83426 25.67645 25.62265 25.42807 24.89884 24.2207 23.73094 23.33563 23.00474 22.72736 22.45614 22.45154 1.44525
25.1627 25.07113 25.04836 24.97853 24.67451 24.14007 23.70278 23.42235 23.16984 22.93669 22.7129 22.72265 1.44378
24.41992 24.18457 24.12533 23.7893 23.11342 22.35971 21.87122 21.47267 21.12688 20.79104 20.39945 20.32539 1.44266
26.31838 26.20791 26.16036 26.07952 25.74605 25.15314 24.71432 24.47264 24.25781 24.07801 23.91755 23.95437 1.44158
26.59353 26.46896 26.41301 26.28616 25.83357 25.16356 24.69704 24.36293 24.07803 23.85474 23.64493 23.67193 1.43906
26.17463 26.16036 26.18317 26.20611 26.08894 25.67568 25.31144 25.14515 24.98827 24.84382 24.72961 24.79591 1.43675
25.13474 24.9502 24.94401 24.6611 24.14529 23.47467 23.00469 22.66142 22.35918 22.08497 21.81046 21.80525 1.4354
23.67014 23.54693 23.5792 23.38993 23.05984 22.52576 22.10837 21.8667 21.6395 21.42023 21.20604 21.22004 1.43471
25.47685 25.37483 25.40924 25.21751 24.87833 24.31964 23.89709 23.65529 23.42559 23.21764 23.02024 23.05265 1.43124
26.41203 26.31701 26.31761 26.18598 25.82069 25.21791 24.78636 24.46238 24.1774 23.94469 23.72588 23.7571 1.43027
24.55047 24.54429 24.6148 24.58389 24.49177 24.10643 23.7711 23.70442 23.62432 23.54922 23.53487 23.64431 1.42992
26.78649 26.71771 26.71432 26.64369 26.3928 25.87526 25.47426 25.26307 25.06268 24.89877 24.76022 24.82005 1.42689
25.77553 25.77321 25.83471 25.84021 25.73061 25.30506 24.95456 24.84164 24.73076 24.6312 24.58516 24.67175 1.42381
25.509 25.4436 25.48597 25.35986 25.07308 24.53468 24.12765 23.87476 23.63982 23.4401 23.25658 23.30807 1.42209
26.32367 26.20963 26.20379 26.02157 25.61677 24.98319 24.54488 24.27029 24.0187 23.80194 23.60213 23.64101 1.42064
26.75595 26.72525 26.72957 26.71873 26.5275 26.05982 25.7014 25.4531 25.21124 24.99351 24.79588 24.8447 1.41896
25.21325 25.18074 25.25735 25.16513 25.00784 24.56224 24.23459 24.13962 24.04428 23.94943 23.90931 23.9952 1.41657
24.16044 24.08311 24.12848 24.00873 23.78603 23.31002 22.9413 22.8035 22.6663 22.5184 22.39065 22.44378 1.41457
25.66016 25.60426 25.66498 25.55372 25.35997 24.89628 24.54749 24.41388 24.28171 24.14924 24.05235 24.13193 1.41271
25.28588 25.22508 25.23772 25.18574 24.95994 24.42368 24.03681 23.87589 23.72692 23.58668 23.48226 23.55309 1.41143
24.30015 24.23262 24.24262 24.15655 23.87107 23.33545 22.93854 22.65334 22.38445 22.15203 21.94015 21.98325 1.40989
26.73076 26.66936 26.66116 26.57241 26.29467 25.69991 25.31272 25.15074 24.98756 24.86318 24.79055 24.88 1.40782
25.88039 25.82981 25.84606 25.77982 25.53757 24.98543 24.6054 24.41556 24.23874 24.08715 23.96685 24.04436 1.40711
28.79847 28.46657 28.23065 27.99391 27.25732 26.40705 25.90965 25.57127 25.29341 25.10298 24.94342 25.00621 1.40446
25.34481 25.30535 25.34661 25.26363 25.07353 24.59649 24.23512 24.09804 23.96644 23.83964 23.75318 23.84698 1.40274
26.23478 26.12636 26.08242 25.97603 25.57675 24.92272 24.4699 24.19325 23.94946 23.75533 23.58195 23.64129 1.4012
32.65881 30.99575 29.67163 28.98527 27.46917 26.5229 25.94003 25.33153 24.88155 24.56408 24.27925 24.31325 1.39968
26.5429 26.48059 26.48359 26.3941 26.09949 25.52032 25.12433 24.88844 24.67357 24.51782 24.40265 24.48849 1.39763
25.6182 25.58188 25.63299 25.58482 25.43758 25.00238 24.66518 24.56035 24.4629 24.36444 24.31364 24.40215 1.39733
24.46062 24.42763 24.50196 24.36316 24.17846 23.73401 23.40004 23.25994 23.11432 22.95588 22.82167 22.8937 1.39621
25.30413 25.11248 25.0222 24.79395 24.2217 23.47308 23.00177 22.67077 22.38916 22.16768 21.95708 22.00651 1.3944
25.9268 25.83911 25.83329 25.6688 25.2934 24.66727 24.2509 23.96433 23.7024 23.48731 23.28869 23.35074 1.39376
24.81268 24.66759 24.6641 24.36558 23.86193 23.20872 22.72873 22.35462 22.00784 21.69549 21.38853 21.40006 1.39256
25.18927 25.15104 25.19902 25.126 24.97633 24.55227 24.20727 24.06743 23.93275 23.7953 23.69764 23.78622 1.3899
26.54708 26.40251 26.33768 26.16732 25.72386 25.01357 24.58359 24.3812 24.20718 24.08731 24.03289 24.13091 1.38842
26.28177 26.215 26.20623 26.12164 25.80897 25.19387 24.78693 24.58368 24.40873 24.26988 24.18184 24.28158 1.38641
24.58034 24.33115 24.21938 23.85997 23.15472 22.3421 21.8292 21.45753 21.1425 20.88654 20.63957 20.67731 1.38392
26.55351 26.41946 26.4063 26.08485 25.57936 24.91145 24.46496 24.10585 23.78738 23.52849 23.2842 23.33656 1.3816
27.60028 27.49267 27.42782 27.27582 26.78538 26.11125 25.65019 25.30813 25.00942 24.77652 24.5721 24.64927 1.38007
26.08127 26.02371 26.02414 25.93289 25.67041 25.10478 24.71771 24.54201 24.38104 24.2373 24.12773 24.22637 1.37815
25.28174 25.25314 25.28168 25.26217 25.08369 24.55633 24.19108 24.04414 23.91194 23.78675 23.70494 23.80433 1.37608
26.27535 26.09117 25.96484 25.66756 24.9361 24.13851 23.64092 23.18732 22.80509 22.49627 22.20147 22.23784 1.37468
25.01159 24.95672 24.99129 24.86637 24.63713 24.12842 23.76999 23.56387 23.36207 23.17382 23.00254 23.07841 1.37356
25.84167 25.75983 25.77151 25.58891 25.23278 24.59933 24.18926 23.92427 23.67725 23.46292 23.26423 23.33508 1.37137
26.44967 26.32136 26.2621 26.10394 25.64024 24.96257 24.51346 24.17597 23.86961 23.6146 23.37929 23.44432 1.36881
23.93589 23.92552 24.01459 23.86381 23.73403 23.31763 23.03346 22.94781 22.86539 22.76438 22.72085 22.84711 1.36624
24.57829 24.46818 24.46675 24.22189 23.85167 23.22886 22.82836 22.56683 22.30777 22.05741 21.81846 21.86601 1.36462
26.44735 26.42627 26.4645 26.42072 26.25391 25.76124 25.43323 25.22671 25.02794 24.85884 24.71078 24.80928 1.36309
23.91888 23.85886 23.88644 23.73927 23.52584 23.00281 22.67436 22.53531 22.38558 22.22014 22.08206 22.17421 1.36227
25.23919 25.18997 25.23771 25.04302 24.82669 24.28649 23.96928 23.86174 23.75946 23.64327 23.57911 23.69633 1.35955
25.64102 25.46851 25.40477 25.0198 24.42805 23.62757 23.17815 22.83441 22.52194 22.26555 22.0177 22.079 1.35834
24.6506 24.60394 24.63365 24.52393 24.35268 23.86361 23.55123 23.41595 23.26237 23.09112 22.94929 23.04444 1.3562
24.98132 24.92957 24.96541 24.78845 24.55229 23.98904 23.64919 23.48036 23.30689 23.13688 22.99471 23.09091 1.3533
26.34784 26.23919 26.21631 26.05059 25.69994 25.01396 24.64096 24.43578 24.23034 24.03654 23.85925 23.94549 1.35206
26.48962 26.39627 26.36414 26.24048 25.8709 25.17573 24.78681 24.54031 24.30823 24.11476 23.9454 24.04367 1.34986
24.79347 24.63596 24.5437 24.12478 23.45808 22.62175 22.14783 21.73565 21.35835 21.04236 20.72528 20.76288 1.34874
25.09286 24.95161 24.87754 24.48977 23.84071 23.03079 22.56099 22.12802 21.73292 21.40357 21.08846 21.14254 1.34661
26.15561 26.02612 25.98533 25.76394 25.29738 24.55095 24.11669 23.8132 23.5279 23.29039 23.05802 23.13194 1.34601
25.24686 25.12995 25.10157 24.91687 24.55054 23.85583 23.45933 23.21369 22.96392 22.73194 22.51379 22.58858 1.34437
28.42796 28.19654 28.04836 27.78028 27.13013 26.25402 25.83013 25.5302 25.27062 25.08194 24.93117 25.04983 1.34282
26.4546 26.33996 26.30843 26.10493 25.74214 24.99688 24.65552 24.5039 24.3591 24.22733 24.1447 24.26569 1.34086
23.93944 23.83639 23.81905 23.53396 23.15835 22.46101 22.09895 21.87544 21.6353 21.39806 21.17539 21.24802 1.33899
24.48511 24.36569 24.33862 24.02997 23.61918 22.91761 22.54108 22.28741 22.02083 21.76036 21.51217 21.57645 1.33723
27.02431 26.97189 26.96859 26.83913 26.55096 25.90379 25.56628 25.35698 25.14998 24.97502 24.82664 24.94795 1.33582
27.4156 27.27555 27.22199 26.99793 26.53795 25.76295 25.37031 25.12305 24.88583 24.68403 24.51197 24.62244 1.33448
25.06355 25.02642 25.05677 24.8925 24.68694 24.13684 23.82091 23.6285 23.41512 23.19894 23.00055 23.08689 1.33222
26.57505 26.52411 26.53032 26.44349 26.18644 25.52235 25.20321 25.01498 24.83031 24.66945 24.54533 24.66809 1.33132
23.72365 23.70421 23.73466 23.48929 23.30489 22.77768 22.53488 22.45913 22.366 22.235 22.15778 22.29139 1.32925
26.04176 25.92918 25.89328 25.70713 25.31412 24.5563 24.192 23.95035 23.71381 23.50612 23.3232 23.42854 1.32729
26.32487 26.29698 26.32323 26.23091 26.06023 25.48558 25.20693 25.07195 24.92121 24.76111 24.64295 24.77164 1.32494
24.20126 24.1019 24.08112 23.82756 23.46703 22.78901 22.44152 22.21295 21.96221 21.70174 21.46481 21.54339 1.32321
25.21442 25.19824 25.23014 25.08457 24.9172 24.34052 24.08883 23.99873 23.8952 23.76524 23.69328 23.83288 1.32136
25.04567 25.02566 25.05545 24.87786 24.71057 24.16002 23.91918 23.83307 23.73348 23.59759 23.52187 23.66146 1.31926
24.5879 24.4353 24.35392 23.94354 23.38418 22.54014 22.13476 21.81607 21.49809 21.19326 20.90562 20.96789 1.31746
26.91343 26.83613 26.83077 26.72877 26.47384 25.79763 25.48618 25.31417 25.13046 24.94857 24.80361 24.92148 1.31522
26.33306 26.28924 26.3164 26.225 25.9759 25.29203 24.99221 24.81981 24.65146 24.49403 24.38958 24.53167 1.31336
26.50301 26.4371 26.41611 26.25067 25.93094 25.2613 24.90581 24.62405 24.33572 24.07728 23.84977 23.95023 1.31199
26.49878 26.44393 26.44436 26.3436 26.08843 25.38713 25.11082 24.96704 24.822 24.69364 24.62276 24.76998 1.3098
26.49765 26.49199 26.55232 26.53225 26.39461 25.81843 25.55525 25.39618 25.23643 25.08753 24.98502 25.12475 1.3069
25.62893 25.53193 25.4925 25.25476 24.85384 24.10567 23.74898 23.46843 23.18824 22.93143 22.70774 22.81004 1.30559
25.03539 24.96227 24.95291 24.7978 24.53788 23.83489 23.55579 23.42121 23.27649 23.12284 23.018 23.15179 1.30407
25.20029 25.19677 25.21814 25.07132 24.89979 24.30474 24.05975 23.9328 23.78797 23.62891 23.51992 23.67084 1.3017
23.24156 23.23069 23.2438 23.05406 22.90322 22.36133 22.14841 22.07441 21.97934 21.83783 21.75658 21.89626 1.30082
25.6259 25.54367 25.48955 25.19689 24.78168 23.99648 23.65276 23.36611 23.07995 22.8219 22.59914 22.70246 1.299
23.97953 23.93332 23.93714 23.77795 23.54932 22.9023 22.62786 22.44755 22.24611 22.03626 21.86109 21.97148 1.2978
24.80632 24.71347 24.68702 24.50555 24.11936 23.35897 23.0073 22.72212 22.43686 22.17519 21.94966 22.05522 1.29771
31.86406 30.66086 29.95736 29.18514 28.08238 27.09063 26.65822 26.20353 25.8361 25.60537 25.42436 25.58015 1.2963
26.05597 25.93378 25.84398 25.49711 24.9284 24.02879 23.64898 23.32215 23.02049 22.78103 22.57505 22.69556 1.29624
25.17822 25.13118 25.12321 24.93836 24.70181 24.01771 23.76577 23.63483 23.48656 23.31861 23.208 23.34437 1.29428
24.76212 24.64728 24.54114 24.11679 23.56713 22.66323 22.27541 21.95697 21.63285 21.32605 21.03756 21.11051 1.29076
25.74066 25.67784 25.64111 25.39528 25.06774 24.30388 24.02639 23.84373 23.65668 23.47941 23.34918 23.48786 1.28988
25.55091 25.53364 25.54166 25.38296 25.13008 24.42097 24.15255 23.95468 23.75084 23.56359 23.42163 23.56274 1.287
28.02954 27.8034 27.69584 27.35111 26.72838 25.7783 25.41815 25.13846 24.87831 24.66606 24.48808 24.62028 1.28543
26.25413 26.21085 26.21398 26.03798 25.71027 24.92124 24.63327 24.42435 24.22186 24.05095 23.92734 24.07006 1.28407
27.51727 27.41273 27.36826 27.17087 26.7598 25.93791 25.62256 25.37269 25.13028 24.93406 24.7768 24.92265 1.28309
26.14912 26.06189 26.02945 25.83704 25.47562 24.68319 24.37671 24.1256 23.86532 23.62912 23.43167 23.55979 1.27941
24.78085 24.77457 24.80898 24.73341 24.5982 23.99235 23.78406 23.65471 23.5008 23.33952 23.22947 23.38877 1.27787
25.70486 25.64349 25.58693 25.33044 25.00209 24.25116 23.96937 23.74525 23.49921 23.26329 23.06471 23.19073 1.27458
27.03279 26.97888 26.9595 26.7963 26.48025 25.72482 25.4546 25.24689 25.03711 24.86185 24.72706 24.88982 1.2727
27.41647 27.36891 27.33183 27.14022 26.76323 25.9722 25.67925 25.42063 25.17002 24.98404 24.83201 25.00011 1.26965
24.32068 24.30508 24.27442 24.06888 23.82316 23.13753 22.8853 22.67638 22.43515 22.19567 21.98864 22.11849 1.26717
25.53794 25.55698 25.60846 25.5596 25.44524 24.83717 24.65064 24.52681 24.3902 24.27 24.20709 24.39051 1.26222
26.33296 26.25966 26.18587 25.89685 25.30475 24.44356 24.03935 23.63431 23.26028 22.95891 22.7051 22.84921 1.25979
24.54919 24.5864 24.6335 24.57733 24.51838 23.93275 23.81597 23.80958 23.77327 23.72534 23.78048 24.01277 1.25604
25.7243 25.7446 25.83346 25.82522 25.7349 25.13595 24.96257 24.85973 24.7466 24.64738 24.61459 24.80769 1.25267
24.55627 24.58714 24.59943 24.49351 24.37816 23.77595 23.61411 23.52428 23.40378 23.27066 23.18706 23.38126 1.25152
25.97314 25.88734 25.75405 25.39061 24.93542 24.02946 23.73773 23.50718 23.26596 23.04213 22.85059 22.99182 1.2504
26.82727 26.75189 26.70155 26.48514 26.13138 25.29751 25.06963 24.9073 24.73796 24.59426 24.49926 24.68075 1.24874
26.21896 26.18852 26.14836 25.91705 25.54762 24.71799 24.4276 24.17735 23.91753 23.68626 23.48704 23.64201 1.24665
25.57452 25.49024 25.46393 25.2718 24.91886 24.11729 23.82529 23.58844 23.33333 23.08595 22.8787 23.02433 1.24531
26.25362 26.26534 26.30889 26.24652 26.08078 25.41855 25.20964 25.04642 24.87316 24.72679 24.63421 24.82876 1.24366
27.00881 26.8918 26.80248 26.51071 26.02552 25.11569 24.84192 24.62227 24.40527 24.2369 24.10904 24.29525 1.24071
28.07175 27.94901 27.87686 27.57809 27.04012 26.14617 25.83094 25.53826 25.25225 25.02861 24.84326 25.02934 1.24084
25.81634 25.79403 25.73852 25.51234 25.20163 24.398 24.15368 23.95713 23.73454 23.51836 23.3403 23.49902 1.23836
23.72712 23.71279 23.5744 23.23158 22.86213 22.02385 21.78926 21.60236 21.38092 21.14748 20.94825 21.0936 1.23631
25.3258 25.29428 25.1675 24.83796 24.40645 23.53771 23.24285 22.98441 22.70828 22.45227 22.23129 22.3834 1.23486
26.27209 26.24874 26.23569 26.08746 25.81714 25.05839 24.83667 24.66695 24.47577 24.29913 24.17071 24.35942 1.23233
24.45711 24.43246 24.39286 24.20713 23.9668 23.22349 23.04001 22.91893 22.75919 22.57463 22.4409 22.61746 1.22902
27.16951 27.09238 27.0224 26.78212 26.36792 25.49541 25.26029 25.06891 24.86616 24.69745 24.57267 24.76715 1.22846
26.40646 26.31258 26.23218 25.94967 25.46916 24.57873 24.29341 24.04961 23.79736 23.58514 23.41222 23.59959 1.22681
24.73421 24.72169 24.5169 24.11315 23.5891 22.71275 22.36793 22.04449 21.71586 21.40888 21.14577 21.29543 1.22411
26.16947 26.09401 25.96702 25.62155 25.11956 24.19967 23.88967 23.61317 23.32068 23.04311 22.80588 22.96015 1.22227
26.73221 26.5965 26.41686 26.00958 25.42042 24.4403 24.14508 23.8975 23.64721 23.4389 23.25926 23.43744 1.2209
24.53394 24.54976 24.5885 24.53391 24.42067 23.80023 23.66967 23.6053 23.50689 23.38506 23.33186 23.54453 1.21909
24.70722 24.7284 24.6767 24.52132 24.3406 23.66378 23.51168 23.41803 23.28316 23.11805 23.011 23.20188 1.21811
27.35679 27.21861 27.14061 26.8487 26.34648 25.40083 25.13998 24.93793 24.72445 24.53436 24.38146 24.56413 1.21558
26.16407 26.09512 26.00865 25.7317 25.29828 24.43161 24.15777 23.92527 23.67457 23.4457 23.25161 23.43311 1.21333
26.63364 26.53169 26.44414 26.14058 25.63766 24.72333 24.43749 24.18525 23.92478 23.69584 23.50247 23.68728 1.21063
25.68245 25.67717 25.44671 25.04856 24.55644 23.65917 23.35889 23.07687 22.77378 22.46392 22.19897 22.34911 1.20811
25.14997 25.11337 25.0763 24.90413 24.61332 23.86607 23.63296 23.43896 23.21477 22.98104 22.78565 22.96539 1.20424
26.12567 26.03764 25.93572 25.63573 25.16555 24.27757 24.00679 23.77486 23.52861 23.30464 23.11513 23.30862 1.20068
26.15844 26.15384 26.12913 26.00599 25.78415 25.08823 24.93789 24.83575 24.70407 24.55897 24.46681 24.67958 1.19772
25.24385 25.25326 25.16658 24.95991 24.62807 23.86428 23.62761 23.41852 23.19006 22.97949 22.80947 23.0141 1.19512
26.31384 26.22029 26.0723 25.71336 25.18105 24.27893 23.98183 23.71912 23.44668 23.18946 22.97338 23.16483 1.1939
26.95866 26.89647 26.87453 26.69538 26.34122 25.55061 25.34912 25.17098 24.97652 24.80148 24.66949 24.89458 1.19235
25.82522 25.83092 25.76444 25.57144 25.2483 24.4761 24.26575 24.08335 23.88709 23.70237 23.56755 23.77943 1.19101
26.14378 26.10506 25.92198 25.55357 25.00915 24.13426 23.79323 23.46202 23.12543 22.80784 22.5453 22.73009 1.19007
26.66041 26.58246 26.50963 26.25959 25.80517 24.93701 24.69851 24.48962 24.27103 24.07004 23.90924 24.12158 1.18865
26.10431 26.1112 26.15999 26.10172 25.92143 25.28763 25.13413 24.99677 24.84209 24.6912 24.59837 24.84081 1.18356
26.15926 26.12956 25.96461 25.673 25.2573 24.41824 24.20225 24.00041 23.77851 23.55215 23.36511 23.56754 1.18031
27.35057 27.25037 27.15817 26.85322 26.32033 25.43862 25.16467 24.90281 24.6413 24.41422 24.23097 24.45028 1.17727
25.56516 25.54478 25.55101 25.43975 25.19399 24.47938 24.34695 24.23824 24.11569 23.97155 23.89059 24.12296 1.17499
